decision_id,logged_at_utc,threat_score,predicted_label,true_label,explanation,routing_decision,model_version
19,2026-08-17T06:54:05.838240+00:00,0.9834529763653423,1,1,Destination Port=80.0 increased risk | Average Packet Size=7.2 increased risk | Total Fwd Packets=5.0 increased risk,auto_escalate,cd69f531da6dd6a9
20,2026-08-17T06:54:05.838240+00:00,0.0719074761094414,0,0,Average Packet Size=9.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Destination Port=80.0 increased risk,auto_close,cd69f531da6dd6a9
21,2026-08-17T06:54:05.838240+00:00,0.0172064303028585,0,0,Average Packet Size=9.0 decreased risk | Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
22,2026-08-17T06:54:05.838240+00:00,0.0001632573728341,0,0,Average Packet Size=64.2 decreased risk | Bwd Packet Length Mean=61.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
23,2026-08-17T06:54:05.838240+00:00,0.0646028089654809,0,0,Average Packet Size=9.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Destination Port=80.0 increased risk,auto_close,cd69f531da6dd6a9
24,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=71.0 decreased risk | Bwd Packet Length Mean=94.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
25,2026-08-17T06:54:05.838240+00:00,0.0001492725385867,0,0,Average Packet Size=104.0 decreased risk | Bwd Packet Length Mean=120.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
26,2026-08-17T06:54:05.838240+00:00,0.0340973151921786,0,0,Average Packet Size=9.0 decreased risk | Destination Port=51483.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
27,2026-08-17T06:54:05.838240+00:00,0.0012015113785837,0,0,Bwd Packet Length Mean=126.0 decreased risk | Init Win bytes forward=-1.0 decreased risk | Average Packet Size=95.5 decreased risk,auto_close,cd69f531da6dd6a9
28,2026-08-17T06:54:05.838240+00:00,0.0105175573167584,0,0,Bwd Packet Length Mean=678.6 decreased risk | Average Packet Size=383.7 decreased risk | Total Length of Bwd Packets=5429.0 decreased risk,auto_close,cd69f531da6dd6a9
29,2026-08-17T06:54:05.838240+00:00,0.0152549586472565,0,0,Destination Port=57699.0 decreased risk | Init Win bytes backward=32832.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
30,2026-08-17T06:54:05.838240+00:00,0.0076895703704376,0,0,Destination Port=50590.0 decreased risk | Average Packet Size=13.5 decreased risk | Bwd Packet Length Mean=6.0 decreased risk,auto_close,cd69f531da6dd6a9
31,2026-08-17T06:54:05.838240+00:00,0.9963763039371374,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
32,2026-08-17T06:54:05.838240+00:00,0.9834529763653423,1,1,Destination Port=80.0 increased risk | Total Fwd Packets=4.0 increased risk | Average Packet Size=7.5 increased risk,auto_escalate,cd69f531da6dd6a9
33,2026-08-17T06:54:05.838240+00:00,0.0105049210954287,0,0,Average Packet Size=9.0 decreased risk | Destination Port=20917.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
34,2026-08-17T06:54:05.838240+00:00,0.031591832533122,0,0,Average Packet Size=411.3 decreased risk | Total Length of Bwd Packets=4970.0 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
35,2026-08-17T06:54:05.838240+00:00,0.0024362103816906,0,0,Average Packet Size=137.3 decreased risk | Bwd Packet Length Mean=256.9 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
36,2026-08-17T06:54:05.838240+00:00,0.9953934730501152,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
37,2026-08-17T06:54:05.838240+00:00,0.0887001513290466,0,0,Total Fwd Packets=2.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Destination Port=19350.0 decreased risk,auto_close,cd69f531da6dd6a9
38,2026-08-17T06:54:05.838240+00:00,0.0192562260524893,0,0,Average Packet Size=9.0 decreased risk | Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
39,2026-08-17T06:54:05.838240+00:00,0.9987287321514896,1,1,Bwd Packet Length Mean=1933.5 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=833.1 increased risk,auto_escalate,cd69f531da6dd6a9
40,2026-08-17T06:54:05.838240+00:00,0.9999588908816484,1,1,Bwd Packet Length Mean=1449.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=918.0 increased risk,auto_escalate,cd69f531da6dd6a9
41,2026-08-17T06:54:05.838240+00:00,0.1642689674182752,0,0,Destination Port=443.0 decreased risk | Flow Bytes/s=0.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
42,2026-08-17T06:54:05.838240+00:00,0.9963763039371374,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
43,2026-08-17T06:54:05.838240+00:00,0.0112784384081971,0,0,Destination Port=33994.0 decreased risk | Init Win bytes backward=406.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
44,2026-08-17T06:54:05.838240+00:00,0.0719074761094414,0,0,Average Packet Size=9.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Destination Port=80.0 increased risk,auto_close,cd69f531da6dd6a9
45,2026-08-17T06:54:05.838240+00:00,0.0051188944278045,0,0,Destination Port=52767.0 decreased risk | Average Packet Size=9.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
46,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2900.2 increased risk | Average Packet Size=1661.0 increased risk | Total Length of Bwd Packets=11601.0 increased risk,auto_escalate,cd69f531da6dd6a9
47,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=990.9 increased risk,auto_escalate,cd69f531da6dd6a9
48,2026-08-17T06:54:05.838240+00:00,0.0084561024078428,0,0,Bwd Packet Length Mean=51.6 decreased risk | Total Length of Bwd Packets=774.0 decreased risk | Average Packet Size=43.9 decreased risk,auto_close,cd69f531da6dd6a9
49,2026-08-17T06:54:05.838240+00:00,0.1747036528814414,0,0,Average Packet Size=9.0 decreased risk | Destination Port=80.0 increased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
50,2026-08-17T06:54:05.838240+00:00,0.0111115209353297,0,0,Destination Port=50611.0 decreased risk | Average Packet Size=22.7 decreased risk | Bwd Packet Length Mean=6.0 decreased risk,auto_close,cd69f531da6dd6a9
51,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2321.4 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=833.9 increased risk,auto_escalate,cd69f531da6dd6a9
52,2026-08-17T06:54:05.838240+00:00,0.0727784168511262,0,0,Total Length of Bwd Packets=12.0 decreased risk | Total Fwd Packets=2.0 decreased risk | Total Backward Packets=2.0 decreased risk,auto_close,cd69f531da6dd6a9
53,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=993.5 increased risk,auto_escalate,cd69f531da6dd6a9
54,2026-08-17T06:54:05.838240+00:00,0.9999960796612828,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1031.9 increased risk,auto_escalate,cd69f531da6dd6a9
55,2026-08-17T06:54:05.838240+00:00,0.9961328580117088,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
56,2026-08-17T06:54:05.838240+00:00,0.012714055706812,0,0,Total Backward Packets=19.0 decreased risk | Total Length of Fwd Packets=1215.0 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
57,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2900.2 increased risk | Average Packet Size=1661.0 increased risk | Total Length of Bwd Packets=11601.0 increased risk,auto_escalate,cd69f531da6dd6a9
58,2026-08-17T06:54:05.838240+00:00,0.9859040134524888,1,1,Destination Port=80.0 increased risk | Average Packet Size=7.2 increased risk | Total Fwd Packets=5.0 increased risk,auto_escalate,cd69f531da6dd6a9
59,2026-08-17T06:54:05.838240+00:00,0.0023122118936345,0,0,Average Packet Size=88.0 decreased risk | Bwd Packet Length Mean=112.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
60,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=995.7 increased risk,auto_escalate,cd69f531da6dd6a9
61,2026-08-17T06:54:05.838240+00:00,0.7874715999313004,1,1,Destination Port=80.0 increased risk | Flow Packets/s=0.2 increased risk | Flow IAT Mean=12100000.0 increased risk,auto_escalate,cd69f531da6dd6a9
62,2026-08-17T06:54:05.838240+00:00,0.0289438178187456,0,0,Average Packet Size=9.0 decreased risk | Destination Port=55074.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
63,2026-08-17T06:54:05.838240+00:00,0.0056725313354541,0,0,Init Win bytes forward=-1.0 decreased risk | Average Packet Size=159.5 decreased risk | Bwd Packet Length Mean=284.0 decreased risk,auto_close,cd69f531da6dd6a9
64,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2900.2 increased risk | Average Packet Size=1661.0 increased risk | Total Length of Bwd Packets=11601.0 increased risk,auto_escalate,cd69f531da6dd6a9
65,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=64.2 decreased risk | Bwd Packet Length Mean=61.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
66,2026-08-17T06:54:05.838240+00:00,0.9965432079703176,1,1,Bwd Packet Length Mean=2321.4 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1454.1 increased risk,auto_escalate,cd69f531da6dd6a9
67,2026-08-17T06:54:05.838240+00:00,0.0045733711095408,0,0,Average Packet Size=53.0 decreased risk | Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
68,2026-08-17T06:54:05.838240+00:00,0.9939485928264606,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
69,2026-08-17T06:54:05.838240+00:00,0.0130725245985004,0,0,Average Packet Size=125.9 decreased risk | Bwd Packet Length Mean=233.4 decreased risk | Total Length of Fwd Packets=722.0 decreased risk,auto_close,cd69f531da6dd6a9
70,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=853.3 increased risk,auto_escalate,cd69f531da6dd6a9
71,2026-08-17T06:54:05.838240+00:00,0.9965334942392436,1,1,Bwd Packet Length Mean=2320.2 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1453.4 increased risk,auto_escalate,cd69f531da6dd6a9
72,2026-08-17T06:54:05.838240+00:00,0.9939465520101344,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
73,2026-08-17T06:54:05.838240+00:00,0.9953696311423346,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1222.1 increased risk,auto_escalate,cd69f531da6dd6a9
74,2026-08-17T06:54:05.838240+00:00,0.988260398594748,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
75,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=994.4 increased risk,auto_escalate,cd69f531da6dd6a9
76,2026-08-17T06:54:05.838240+00:00,0.0002020397946071,0,0,Average Packet Size=85.8 decreased risk | Bwd Packet Length Mean=107.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
77,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=80.2 decreased risk | Bwd Packet Length Mean=117.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
78,2026-08-17T06:54:05.838240+00:00,0.8702686596962704,1,1,Destination Port=22.0 increased risk | Init Win bytes forward=29200.0 increased risk | Flow Duration=11824738.0 increased risk,auto_escalate,cd69f531da6dd6a9
79,2026-08-17T06:54:05.838240+00:00,0.0001632573728341,0,0,Average Packet Size=77.8 decreased risk | Bwd Packet Length Mean=79.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
80,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=919.1 increased risk,auto_escalate,cd69f531da6dd6a9
81,2026-08-17T06:54:05.838240+00:00,0.0306682380109644,0,0,Average Packet Size=9.0 decreased risk | Destination Port=35570.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
82,2026-08-17T06:54:05.838240+00:00,0.0051047701340192,0,0,Destination Port=51557.0 decreased risk | Average Packet Size=9.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
83,2026-08-17T06:54:05.838240+00:00,0.2247494098515153,0,0,Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Destination Port=0.0 increased risk,human_review,cd69f531da6dd6a9
84,2026-08-17T06:54:05.838240+00:00,0.0297607164051075,0,0,Bwd Packet Length Mean=36.8 decreased risk | Destination Port=443.0 decreased risk | Average Packet Size=40.8 decreased risk,auto_close,cd69f531da6dd6a9
85,2026-08-17T06:54:05.838240+00:00,0.9640641599436852,1,1,Destination Port=80.0 increased risk | Flow IAT Mean=5867392.7 increased risk | Flow Packets/s=0.2 increased risk,auto_escalate,cd69f531da6dd6a9
86,2026-08-17T06:54:05.838240+00:00,0.0051981852573735,0,0,Average Packet Size=31.0 decreased risk | Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
87,2026-08-17T06:54:05.838240+00:00,0.0748198961818815,0,0,Destination Port=42192.0 decreased risk | Total Length of Bwd Packets=18.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
88,2026-08-17T06:54:05.838240+00:00,0.9965432079703176,1,1,Bwd Packet Length Mean=1934.5 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1292.6 increased risk,auto_escalate,cd69f531da6dd6a9
89,2026-08-17T06:54:05.838240+00:00,0.0198143221388858,0,0,Bwd Packet Length Mean=46.0 decreased risk | Average Packet Size=37.8 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
90,2026-08-17T06:54:05.838240+00:00,0.0240615122268253,0,0,Destination Port=52396.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Flow Bytes/s=0.0 decreased risk,auto_close,cd69f531da6dd6a9
91,2026-08-17T06:54:05.838240+00:00,0.0117819880721248,0,0,Bwd Packet Length Mean=95.8 decreased risk | Average Packet Size=79.5 decreased risk | Total Length of Bwd Packets=479.0 decreased risk,auto_close,cd69f531da6dd6a9
92,2026-08-17T06:54:05.838240+00:00,0.0037533604838617,0,0,Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=107.0 decreased risk | Average Packet Size=94.2 decreased risk,auto_close,cd69f531da6dd6a9
93,2026-08-17T06:54:05.838240+00:00,0.9879478095235328,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
94,2026-08-17T06:54:05.838240+00:00,0.992626406526035,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Init Win bytes backward=235.0 increased risk,auto_escalate,cd69f531da6dd6a9
95,2026-08-17T06:54:05.838240+00:00,0.0001492725385867,0,0,Average Packet Size=74.0 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=60.0 decreased risk,auto_close,cd69f531da6dd6a9
96,2026-08-17T06:54:05.838240+00:00,0.9999588908816484,1,1,Bwd Packet Length Mean=1449.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=922.1 increased risk,auto_escalate,cd69f531da6dd6a9
97,2026-08-17T06:54:05.838240+00:00,0.6945592169282978,1,1,Destination Port=80.0 increased risk | Init Win bytes forward=29200.0 increased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
98,2026-08-17T06:54:05.838240+00:00,0.992888842257703,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
99,2026-08-17T06:54:05.838240+00:00,0.000180918108207,0,0,Average Packet Size=117.0 decreased risk | Bwd Packet Length Mean=130.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
100,2026-08-17T06:54:05.838240+00:00,0.9965432079703176,1,1,Bwd Packet Length Mean=1934.5 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1292.6 increased risk,auto_escalate,cd69f531da6dd6a9
101,2026-08-17T06:54:05.838240+00:00,0.0637808024241225,0,0,Destination Port=443.0 decreased risk | Init Win bytes forward=-1.0 decreased risk | Total Length of Fwd Packets=9518.0 decreased risk,auto_close,cd69f531da6dd6a9
102,2026-08-17T06:54:05.838240+00:00,0.99297429967273,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
103,2026-08-17T06:54:05.838240+00:00,0.0323866280881531,0,0,Average Packet Size=66.7 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
104,2026-08-17T06:54:05.838240+00:00,0.0001594449031984,0,0,Average Packet Size=133.0 decreased risk | Bwd Packet Length Mean=180.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
105,2026-08-17T06:54:05.838240+00:00,0.0097825836654002,0,0,Bwd Packet Length Mean=53.7 decreased risk | Total Length of Bwd Packets=752.0 decreased risk | Average Packet Size=42.3 decreased risk,auto_close,cd69f531da6dd6a9
106,2026-08-17T06:54:05.838240+00:00,0.0284557940244923,0,0,Destination Port=56438.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Flow Bytes/s=0.0 decreased risk,auto_close,cd69f531da6dd6a9
107,2026-08-17T06:54:05.838240+00:00,0.0239745811527171,0,0,Total Backward Packets=66.0 decreased risk | Total Length of Bwd Packets=76082.0 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
108,2026-08-17T06:54:05.838240+00:00,0.0155439268870802,0,0,Destination Port=50367.0 decreased risk | Init Win bytes backward=65535.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
109,2026-08-17T06:54:05.838240+00:00,0.6919932088082157,1,1,Destination Port=80.0 increased risk | Init Win bytes forward=251.0 increased risk | Average Packet Size=0.0 increased risk,human_review,cd69f531da6dd6a9
110,2026-08-17T06:54:05.838240+00:00,0.0269487969291949,0,0,Average Packet Size=9.0 decreased risk | Destination Port=56493.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
111,2026-08-17T06:54:05.838240+00:00,0.0280685678041134,0,0,Average Packet Size=355.8 decreased risk | Total Length of Bwd Packets=3749.0 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
112,2026-08-17T06:54:05.838240+00:00,0.00449224191721,0,0,Destination Port=63083.0 decreased risk | Average Packet Size=34.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
113,2026-08-17T06:54:05.838240+00:00,0.1783163806049501,0,0,Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Total Length of Fwd Packets=37.0 decreased risk,human_review,cd69f531da6dd6a9
114,2026-08-17T06:54:05.838240+00:00,0.9954075454205576,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
115,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2320.2 increased risk | Average Packet Size=1453.4 increased risk | Total Length of Bwd Packets=11601.0 increased risk,auto_escalate,cd69f531da6dd6a9
116,2026-08-17T06:54:05.838240+00:00,0.6448063242299256,1,1,Destination Port=80.0 increased risk | Init Win bytes forward=274.0 increased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
117,2026-08-17T06:54:05.838240+00:00,0.9949243590844744,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
118,2026-08-17T06:54:05.838240+00:00,0.9882159075307808,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
119,2026-08-17T06:54:05.838240+00:00,0.0156181854671852,0,0,Average Packet Size=290.6 decreased risk | Bwd Packet Length Mean=807.5 decreased risk | Total Length of Fwd Packets=548.0 decreased risk,auto_close,cd69f531da6dd6a9
120,2026-08-17T06:54:05.838240+00:00,0.9927277398844134,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
121,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2321.4 increased risk | Average Packet Size=1454.1 increased risk | Total Length of Bwd Packets=11607.0 increased risk,auto_escalate,cd69f531da6dd6a9
122,2026-08-17T06:54:05.838240+00:00,0.9965432079703176,1,1,Bwd Packet Length Mean=1934.5 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1292.6 increased risk,auto_escalate,cd69f531da6dd6a9
